left	right
21740	43032
97725	26012
87672	40153
44738	7030
64017	21646
23479	4593
74121	22387
25059	51099
95336	16735
69869	51734
410	97498
18287	93450
65632	12393
58528	31361
56953	80381
76213	3891
18592	62769
66443	2758
37915	26657
73995	37932
58022	85498
88975	29446
82205	80815
90585	85164
87694	7192
54364	1577
59156	87044
71615	67299
25275	58868
49246	49253
78952	51239
40198	36599
33889	97384
85322	14428
68051	44928
94007	9902
22188	46730
1656	68372
58080	54223
76626	66493
59470	97219
12466	56814
75770	99854
53918	83665
62885	61258
18812	35259
58099	67208
3436	4121
42715	81345
75547	59017
7042	1930
8289	47429
24799	1677
53873	80320
88571	16383
3901	21424
94356	45387
71900	91703
2112	65212
30869	51193
88221	97061
87848	80866
92447	66440
56753	18729
42275	1193
57533	25265
9961	51069
31390	43532
47274	9677
8444	75169
36681	79591
20113	36745
87565	65365
61325	91200
45174	22338
65945	47888
22274	75481
21847	9428
38191	23112
71348	33267
436	4424
50502	49950
68552	21002
43204	78636
51792	8773
44468	49333
7190	49166
24514	90172
40402	70611
74461	53804
90179	5584
27610	47229
15193	36526
92621	41086
95069	77913
94602	72497
32093	36174
80505	13399
74390	37769
3731	58327
51144	42713
90932	23369
98055	46606
26613	73900
26085	44543
84987	92655
23258	12321
53512	94812
16947	28571
12315	80161
21883	86570
28770	7813
29799	61784
96484	32614
85522	78393
5752	76474
87921	51591
36296	95060
93776	21141
37224	20418
7200	21917
72675	27512
47823	93956
28691	75790
20891	80936
77017	97020
13668	24722
60287	50164
76569	4543
89554	89425
55017	57220
27408	59628
70911	15064
42868	9495
56873	22273
26757	28210
35381	86885
13187	50211
14626	23087
56200	87689
98961	92066
43346	9657
68690	27292
14901	90525
42405	40258
41983	64312
75505	425
59870	6982
80209	93885
55056	65037
53903	51462
50334	81202
8597	47607
63451	90925
53097	45516
39751	57026
9783	13348
37321	92388
73942	31730
73302	57476
66340	41216
64238	63784
77281	87825
29487	74145
60755	67355
76072	13369
73119	58345
2332	70334
4491	19943
24897	7251
31992	91436
88250	63680
98693	91131
66691	59208
3654	51592
59277	24440
30327	7817
61682	92577
93520	10343
19734	82576
92410	88102
34970	83987
84749	74671
39684	21992
48324	35828
51664	46651
61887	41330
29465	98558
6889	2001
3961	52382
51311	78052
10412	89362
43702	73663
12026	28497
21075	79708
89172	92401
86739	62992
65772	85887
93536	10537
71937	32154
20897	37554
95179	27191
31301	64965
1899	72960
88417	92482
87728	802
1482	30392
84503	24137
36532	71793
42730	4342
19965	8006
70349	78913
17682	46381
14329	41100
40024	11447
28022	68333
61706	25775
55854	47878
71907	30656
37682	66132
95883	96423
47457	67124
95789	44395
74621	14907
586	66532
2106	91711
15936	74078
50276	67250
83457	8266
161	25554
67604	2050
33549	85410
62316	64888
91378	59968
28612	83394
89684	76865
15692	28376
33032	6606
62898	18300
94965	65799
16361	28331
30051	18696
17819	90911
10424	92982
89360	77640
15969	47084
4163	640
41550	51360
22744	39912
6622	70247
60935	25306
2876	87177
17282	69178
20438	21280
70302	51644
39992	12666
54571	82274
46344	67480
3328	13355
47697	62147
4061	46737
24231	33804
52547	53215
77844	29555
76575	54109
78950	68347
96771	32211
60195	77197
9254	3970
96071	6090
32205	26156
85098	28798
60299	52037
72572	86895
76184	5826
32115	86290
17218	33803
35549	93171
39146	46969
57564	60689
84215	68985
24899	86487
36823	30491
29802	31769
92831	55219
48643	19319
44123	76819
80765	69115
85733	71033
78765	40495
8553	71022
70261	49592
88811	27906
89691	44493
76260	74733
99666	80974
20786	20629
93862	20056
77702	14490
52976	74708
79320	15316
66325	95477
86312	88662
22295	58339
58865	22018
15923	56253
7488	46789
67941	2049
19237	92797
17528	44316
58708	12152
79797	49307
97274	39438
59243	38155
88788	2014
1938	37037
86259	1222
95765	93463
26303	13871
16959	85361
68431	4156
38672	97159
90365	81650
43277	5087
66846	46851
25508	73546
14134	9305
69538	59668
53084	8535
47479	98259
51553	73022
23716	56464
47579	86289
18344	81085
44615	70082
39918	2226
23026	71266
35709	4772
33453	45367
41803	24988
79488	95377
12782	1885
10892	17408
76204	58443
23692	81019
38254	97081
22674	70231
30591	736
7935	59680
42062	15765
21323	34207
24902	99895
41964	51809
59499	40893
67281	54469
33786	6218
61603	86682
6931	69952
86314	87614
4749	95647
27937	24260
47921	72954
82089	3724
81636	2578
1676	56168
63014	92848
97074	95691
116	96877
70068	38367
81287	13082
55704	93535
1694	63049
2462	24354
9830	33146
19981	64964
81831	13433
59708	16649
91007	93651
18404	17171
21301	7929
52289	60707
96234	10295
10230	70907
64307	95430
61929	14
94870	3705
48005	64592
5748	20994
83831	89926
8076	33071
36423	82769
94027	84375
58651	2007
92784	35541
56246	36283
63194	35867
22533	16890
68884	31939
396	60508
15305	90795
44975	33421
2991	55800
24812	20985
46806	17270
90423	29501
37784	47407
89380	36362
59234	78969
35908	5022
87221	8358
63006	29013
167	81579
31793	37468
8990	9677
57171	5978
89374	39886
20449	50120
47194	82920
3310	41895
62619	58972
34299	18344
45789	69489
10778	67305
18291	85481
85388	85850
42479	82108
41485	29133
77306	85582
2281	81317
39643	80190
92183	36090
45783	13831
6152	12868
17719	60554
37327	53604
7997	24706
92473	81780
50441	60489
3357	29701
45213	98088
56757	89018
50800	82215
85290	94298
44173	42087
84931	45184
56075	47032
7568	95487
54395	77732
1139	91309
29069	15708
667	39401
74909	73927
92287	3441
85349	84253
42256	17043
80349	75021
31534	31750
81707	71759
76842	65667
77942	54937
25912	71344
3215	60541
36218	6752
77102	32476
83263	31627
92528	86680
72818	53435
70284	24174
77688	73225
85796	65232
72538	60353
397	31346
80517	15462
44078	69971
57513	29010
97978	34671
80017	89551
91858	72103
51300	68742
4422	78334
79494	10161
69071	61619
36428	19909
57615	68062
98213	90167
33108	89932
40509	40654
96294	46626
58107	91161
60049	6097
6328	60075
6269	3577
13534	66482
31038	11246
6523	12833
21209	85205
91652	10842
12721	37195
34630	10625
31405	61265
88078	51666
6902	7340
18422	70900
93635	80614
37528	7427
97311	62777
67115	32195
28058	74848
30624	19470
99090	73296
72587	97752
97056	65481
17399	32271
85395	97909
32387	8053
17576	41647
30226	9800
37420	22997
94760	53860
8339	27593
21364	33837
10171	63407
16241	29669
68502	52968
86464	24890
3188	71781
26838	39195
80142	60640
99963	55909
28175	74263
12051	35397
20406	39563
60254	57197
90607	73158
42511	53633
42013	21905
21949	71138
52549	69833
45527	22061
54036	67187
71689	32924
41753	17587
91464	14281
3242	91921
27970	10583
81082	74087
33757	49502
18701	33469
75669	58466
30669	83504
61750	12827
63229	24888
90609	45212
50968	29704
98134	53846
95134	88821
27842	96380
22261	49596
3812	65642
95100	39231
50654	26792
34794	91851
11701	22021
19725	36158
4895	81652
18180	49340
14334	72806
55685	95639
85042	76689
88518	79880
5284	46400
69232	24366
61779	66283
78134	30916
16391	30369
95540	69335
40872	33865
31056	12070
88666	34872
13152	36793
16824	97039
3341	3580
40550	33998
91671	83250
40657	40822
77286	47706
40526	90330
88123	22545
67718	10736
81537	62699
72579	33336
56933	1125
83153	62872
39453	89674
67261	30786
78272	92754
40576	76204
61504	78519
53820	7714
36960	2750
44169	10615
53985	78137
14800	62563
91257	15496
43379	85684
46310	6454
87337	68728
71896	90799
40755	19531
66213	16268
30915	40944
57038	95375
75589	84047
85749	17659
15982	31363
4486	41717
6400	72208
59624	87294
62053	395
31158	51850
94111	61646
88580	61595
12244	28219
66467	21739
85599	10458
73968	40335
70337	33778
54286	93810
56940	80846
23029	73506
76264	27338
41628	24233
44682	36731
85672	39871
18633	44893
65020	66215
12918	34185
55221	97902
85032	77428
46995	65519
41297	52771
96821	31059
27640	56467
53149	37387
45625	66935
87179	20558
609	73894
93347	8149
16792	60647
14801	65985
28641	7643
94690	82810
93780	30437
15229	38521
27439	13569
68724	18400
614	14576
16760	8293
23417	12104
59268	75006
25633	58055
39372	50094
79646	66225
77329	35041
39079	30826
94293	71815
47280	61248
86503	87683
52460	64744
11957	47095
50543	3543
76186	53195
58869	61998
23635	40555
83304	40996
78622	83651
61836	92670
14463	62959
63223	94866
72588	43498
45531	77921
55059	61046
22698	74033
18522	23721
49777	88297
56740	2721
5690	88900
11255	85592
42253	40445
73627	18300
67783	4173
40677	2122
12919	54390
73902	40019
72525	39251
51872	15353
66593	96413
54701	12927
82404	1752
45502	68161
31626	16743
62104	98461
27299	95117
44018	9843
70643	50604
17535	4222
59288	63497
59490	72734
11810	22147
95605	58517
6617	97746
3978	18063
75024	36409
78828	52065
44568	94212
83172	97977
51449	95898
71715	94248
64757	78770
99038	72651
52075	5460
89862	80940
28587	31637
29697	89149
72780	9256
65545	67326
47843	42134
68575	7053
7849	11591
48084	15704
35957	81729
153	84239
16129	21730
9617	86215
14258	51598
61248	48220
8877	53822
41013	57467
61912	91714
53367	99540
29697	53021
25224	85982
71525	98430
66412	44792
56878	9526
13404	47097
31345	30477
75630	45751
40422	47635
31332	36643
91370	60580
9645	42846
89464	97038
82921	49129
79229	99938
99345	30687
18821	49145
6327	94389
54877	39742
76221	39425
72539	79834
77173	21806
79251	84978
90906	35118
64516	84550
41009	6441
14253	48084
38124	40887
97732	80717
93414	62869
64690	17726
15245	25387
22239	96276
41878	49359
65417	62473
30017	2257
32811	94480
89442	19671
61286	23651
22584	72865
9053	14296
86610	51397
81365	28500
500	45223
1318	953
86943	16727
80430	35082
84259	13905
2755	13061
85182	86490
86001	18553
5905	61387
84	66145
38326	97850
30677	42727
4049	5139
21347	33538
98428	99197
49317	63249
85282	74178
20267	94748
99536	52421
89781	46783
17957	62245
59068	83818
40751	68564
19543	8313
17046	88952
53562	79291
27437	17250
61457	14720
65780	35613
90613	36728
82348	55591
72127	7240
63097	25173
68262	73542
98794	52405
78223	94807
38549	14035
70812	37212
58157	57635
37807	7727
60351	77526
49173	39323
41336	69893
23316	90128
61224	65959
95288	82211
19603	95978
41231	42431
14237	6421
81088	49265
74765	743
24799	93163
41432	6712
77164	89157
2125	10094
83286	79687
50165	1321
75598	2896
15301	10537
71846	58022
93191	27026
64847	11743
53582	68159
45493	96029
98071	95637
33185	42594
6888	1034
99298	60353
26501	63828
82748	70816
3678	87383
81302	6026
99770	12928
77221	30996
55291	85977
85690	53603
51981	6442
71420	57198
21000	40368
53461	14792
13871	62148
8657	31306
51107	4746
11386	80962
19592	29315
27503	96352
6181	53235
44482	91175
29445	43115
78063	60567
66115	49283
22639	73447
69449	27129
86937	38208
51613	47297
63202	88708
98514	33133
1656	76328
9677	31317
15882	98278
6037	29273
21620	26063
39918	38088
37228	34826
32115	92259
52896	33461
36924	33552
98072	24492
42484	50837
23522	95866
46070	81075
14963	88712
61941	81948
43828	20445
68842	76111
1132	15784
95812	17909
14689	75493
84285	47551
57539	96165
31073	66794
28100	91674
67657	93084
45649	7790
55579	90383
93032	43747
57905	59209
16935	64698
55274	64535
95817	13804
50894	71487
78623	57461
90735	85991
77528	18158
64795	83472
77617	58558
87398	24249
39156	87964
1118	66820
1055	68536
61476	77814
89629	52442
52284	72397
95068	90013
64824	93803
39400	91672
62961	20104
25518	24976
42407	81049
32289	61100
83949	82228
5710	38478
52289	14413
98139	69176
68605	65719
845	61942
58644	47786
61844	578
36567	62586
88430	34985
56538	44061
71654	17660
24169	39758
92945	53450
84211	21580
23321	94613
97998	26347
74418	46180
60501	5147
76826	18760
22726	26870
79505	70079
34157	40818
56338	77035
56864	14360
81185	19770
76782	98488
84473	71954
16947	64807
39647	65755
56881	28050
43437	25153
26809	4112
30043	84755
48931	89873
96551	8383
55473	47836
69786	82939
54684	84639
76321	24249
26721	70027
71966	53953
16191	29762
10817	75926
72970	91809
40639	11457
61545	63134
46159	3672
20731	76469
27958	89538
71393	80066
88911	71616
38682	77429
8259	89705
39528	98448
15645	28923
68912	9944
92573	94592
86045	16594
12246	46355
94719	63578
17741	99546
89170	43566
57587	72826
66566	42257
56653	72193
46467	70616
48705	71027
30111	92389
28356	64497
95127	58055
65913	44132
46438	15062
38002	57226
91748	17965
63962	99486
10412	50427
58291	78314
37119	778
21723	90853
19093	10519
45497	37222
4701	56664
445	43254
70617	63317
84011	92691
84332	63264
89466	9553
61184	87156
28728	32075
63262	4235
77936	6941
43135	37173
87203	29211
6312	44672
71391	93577
21326	42696
27408	357
21408	73345
9885	83089
10681	38927
37009	77151
22345	22596
39403	64166
90196	3630
67768	98868
85300	398
77963	87462
16293	52792
95004	59754
98732	85010
17926	81800
19356	11622
55065	24179
2192	87336
47760	49739
25251	40637
12879	48960
95988	60658
19423	87601
6323	1575
4030	5544
62181	84884
47673	71819
47506	4774
52714	22665
30020	43824
69574	64754
59502	54541
26798	20682
40797	77654
27256	99044
12144	1881
42196	88756
15002	33969
19569	56435
69589	43182
72611	29829
94032	34481
73942	22413
2185	38802
14561	7285
63928	92520
12514	85253
26900	2036
74337	48055
56146	98130
20222	34854
97379	59177
9621	66906
51441	77954
85882	924
53407	30144
13500	14935
15	77676
84100	61798
5117	40012
42097	71338
7468	71459
2552	19131
69485	87346
82215	26438
45765	1410
83231	972
81466	38961
21632	79968
53782	48715
40291	32534
52427	5121
27657	20632
51493	19072
53349	19095
14534	78784
14847	82419
76509	76706
43181	84291
30691	945
57906	78788
55017	14078
59373	79282
30055	69266
93982	99125
45146	8
86931	96173
19436	34654
38191	72013
93799	97303
20317	83316
95546	86730
56874	13165
46145	38223
55345	85543
53798	63140
77668	51095
81482	90002
55029	81056
54379	56083
90191	54619
26796	67332
72927	89725
62006	25981
93872	25001
57728	47889
41460	36637
68382	46433
2444	66639
96279	83620
83563	3283
36917	58636
61243	83318
47791	74001
30927	96139
64260	89323
56581	4644
50074	41030
18595	91436
52146	50840
97648	50690
83960	11574
16066	11504
86845	72017
11324	61610
50991	93164
36626	69035
12404	99577
90881	43007
85027	73542
76606	43766
91454	8895
27011	68848
30706	41991
36967	67324
63867	40160
37901	91385
90151	49662
47408	28159
11500	96486
93085	47970
29163	17771
72512	26850
44379	57786
79631	72520
30899	7956
1499	13201
97159	78194
62913	45862
50566	48543
46791	40657
81555	54637
2008	5965
86852	24974
67020	70226
58439	78147
16031	95020
88778	2148
73673	32059
54092	9621
16878	18389
46508	73757
35412	93975
28194	35081
28865	20016
71161	99553
91466	31406
72521	31336
79274	75338
7549	71908
64882	83541
69170	39441
99011	15964
82961	8453
63044	36225
66411	53460
11540	14779
27253	32943
18952	77893
83333	27887
81933	71276
5227	64208
57273	17331
62652	27009
75761	35307
47487	94173
79808	13464
46017	44948
14977	7605
22061	13953
7826	92200
1158	88148
75331	46823
19502	44816
11552	13629
30459	17435
7958	60057
59127	44908
86943	91993
34525	8947
45863	3974
66818	37323
75529	85465
87742	88423
24973	10621
34126	14586
33670	19868
43056	27844
25383	23413
52850	23354
28182	13418
45521	3596
54130	76830
49038	68615
81331	35719
68379	61972
68486	16720
584	2922
79727	53433
32585	87297
62833	75869
85867	40998
88931	34405
40456	87100
11747	94962
71965	84936
26616	45748
69332	70121
2510	94747
99633	42616
73437	40897
32773	35006
49912	6730
63928	44728
48197	7267
9709	66656
8412	24690
28386	55174
58459	57626
51994	76198
65210	57173
65924	54671
7591	49212
2920	24389
80082	60321
73036	98193
67687	54732
35542	89232
76488	22071
37730	74998
43040	12510
57132	10003
77373	72230
93123	43556
24209	58649
18420	17720
10728	66920
19645	9798
89939	86869
96810	20157
19809	78849
39404	12395
25181	71312
75353	3986
79307	35222
63525	91262
79550	94961
85830	88359
17895	90422
19354	30919
22022	88872
86556	74070
57347	65935
98353	48527
6261	82230
80463	20082
74976	53489
32713	69456
87582	48901
11501	68361
15021	76563
3537	4429
29247	19822
36107	17694
95611	307
26288	61269
15718	22079
18897	74392
73549	29241
59704	68736
82560	16320
13193	4793
69166	70818
78015	58579
1842	11479
66857	38564
85688	56305
52239	82837
14724	79749
29276	26786
1647	6429
68679	12870
40065	99751
68397	9759
49630	41114
40305	88569
87183	65715
7206	46395
16022	498
27642	85938
78231	84361
64945	87925
14977	23513
9706	51952
34442	48876
58818	4818
1476	29338
56711	65675
93971	3299
7603	82326
45620	95696
90515	91011
3533	7162
93969	30697
39689	42929
86736	8317
95743	35875
93652	90081
96750	97451
94605	8052
77729	20398
51287	3667
57124	43241
82423	81600
53563	26705
74270	68943
71772	15870
95589	59188
1874	60390
85382	64923
488	95270
6877	6615
77158	77886
74802	46811
33899	61220
4775	92692
94034	6562
76105	35964
26272	37751
2735	32327
61898	11705
34707	29405
37521	6868
24854	10974
45866	92170
7142	4015
69173	90428
60565	45870
31615	60697
22728	53395
57218	41259
82248	8852
47208	64723
73855	35354
14769	69197
70147	52092
78890	15396
56361	10338
60486	89363
64668	94078
80207	40916
9368	24594
27362	49296
90254	4810
57895	27319
55166	95596
94665	15180
19165	97168
92296	87652
70790	74200
77422	78161
82530	15938
31536	20954
83393	53056
66533	63187
97386	58186
13664	49619
20427	42609
70039	44885
42417	37752
47341	18483
29212	9963
67760	39018
78668	76083
1767	76958
30285	55688
5858	64176
67107	13611
75428	89483
14827	26462
37315	54096
93974	57605
8546	49826
97829	6146
20521	52589
44563	31681
46259	10666
10704	65038
76559	80102
86680	34688
69557	14592
81160	14067
32647	54798
76408	89461
39840	85862
50945	86946
69963	91528
84793	40492
44203	90039
25680	26935
87995	30280
7654	64957
42051	36421
61831	87237
50007	38643
78235	16374
30802	50000
69787	91358
23301	34740
76555	71139
81065	44997
47712	32096
87960	25489
63899	57688
68057	87174
71522	18150
32560	95250
12640	36060
73917	63336
23933	18106
49776	80829
97701	30948
43780	85595
1359	81756
9119	19184
41323	32969
14793	39567
95069	95339
54392	25523
9605	79245
12931	85557
85433	62223
10037	53025
40907	57770
92671	83416
79883	85823
66971	95136
59961	70451
10396	94148
28251	36730
13102	22855
4619	8666
17374	22190
46229	2082
22345	21477
28520	54025
67402	25258
85812	43409
55311	73829
88573	78472
68172	51844
41818	65018
86234	83141
15226	71130
28713	84944
32784	74801
65545	82475
24977	63983
94588	74249
44488	9991
55183	92467
34243	83169
19605	73423
76510	7924
39820	95938
55464	78254
3427	21588
16504	36557
35322	15056
76279	44812
34145	14533
83737	33066
89106	63992
11120	59154
58372	760
63047	99675
19135	85379
2791	26753
12117	9366
62518	48237
29915	53810
24585	72918
44256	75746
85923	43820
60129	20227
67707	16838
56730	33719
54330	30777
79101	59350
52167	84505
90927	38168
37277	98755
9950	18529
22564	31893
8348	34052
87061	86296
93468	43591
66847	20700
28682	15740
22481	31674
45042	69524
33728	74921
56151	18630
94608	79592
36819	56040
94603	28583
73109	42210
62846	92054
45986	95465
80450	23089
31712	17049
74186	69427
93486	73322
53595	65143
88129	61510
62408	54266
99118	78103
32518	49088
78714	30288
97955	22951
84034	89403
85563	55651
48421	99540
56742	94207
51554	73135
85987	88444
69219	85839
41359	44132
47333	53444
5929	21238
39762	62100
41556	26955
98432	20141
43608	55900
5934	85169
7455	99084
38690	74385
69227	8704
97863	94046
30258	68021
49525	19967
69612	33088
68647	36643
96272	75212
5313	55070
38941	38444
68562	88056
50931	59903
69348	75080
8247	19740
70683	27346
9942	38880
80488	53099
6429	17511
58991	59282
87614	91856
60448	45321
25757	18240
15628	45735
58839	35095
7533	23264
41894	24371
41798	53230
21819	64434
38254	11608
82930	85488
43089	65563
336	93533
96541	44945
72552	79932
70926	83900
74830	92630
9958	14135
22932	13463
72153	34151
33959	82243
17635	70753
94522	34477
31512	68744
14036	34689
48515	86880
15026	88421
24934	77007
42991	36540
33850	75954
23305	14292
8428	14826
59415	73996
30276	60509
36654	84554
39275	71428
98627	91811
92849	13624
37719	40760
15186	32610
30537	68401
3379	47112
96617	59723
81513	73420
5170	84328
30706	13475
98586	27933
65556	48840
87873	35271
26613	11808
54768	53647
7166	91681
3299	31670
74996	29579
97827	9363
54118	6852
62364	12429
66740	53303
57041	84424
16651	83915
12135	57354
2158	35609
48673	67984
53705	63595
2528	5061
70874	46747
24914	58834
30343	38304
67409	58207
37660	80267
29738	50960
36188	91272
38323	60749
32881	74537
49442	81262
92338	67580
63385	83843
71966	57439
25614	99198
21456	98023
41386	24931
45372	30700
89435	81208
96658	13037
37081	19545
79047	2160
42789	28598
39656	76933
42310	42045
47002	56045
51091	51631
34763	48264
2423	6457
59120	74785
40218	93286
32728	87742
84116	80782
70240	70609
96021	67368
99689	19675
82764	33634
85501	10674
317	14510
95631	547
68117	17202
96675	30474
35678	62659
67669	2696
23675	76531
76797	35875
82442	37057
76763	38033
98426	99637
41145	10015
24887	76946
67204	14433
63507	91496
45039	50419
51371	75740
35878	83320
10391	37158
57765	38199
33576	71428
55084	70300
81670	98994
56318	46598
84141	30533
57772	81947
86498	19951
35251	75893
20855	94610
25924	33665
71601	56077
22937	11390
17598	32321
10853	82964
3173	2608
88652	42657
83790	3568
20483	86292
85861	23361
69759	63164
33370	97893
14759	70351
9888	1080
34904	91036
53950	66953
22908	51370
99416	7201
79039	68299
56724	51554
54483	5163
46756	24558
96422	24464
95609	37775
79512	27670
31510	15399
28420	26415
64356	5596
69653	60589
12031	13543
20972	60066
21584	33784
83921	81673
68739	38565
46651	59348
72837	20807
68629	8346
54533	59141
87610	88726
97451	99975
77035	96120
69376	69476
70318	70796
90573	51058
98143	64190
18931	92291
79075	32301
72148	11123
4526	93341
53370	93340
65597	8811
88550	44396
47869	38267
46854	8518
17381	83583
37150	40363
25074	3091
63338	43304
18742	41201
19808	76053
83901	33156
32793	16149
89787	41632
43353	76812
23072	2877
360	68794
26320	41936
76881	67910
30704	35690
8997	81266
46484	58498
66457	20421
26597	37791
3068	72385
67939	74234
91948	17514
35237	74683
26835	61714
25364	76057
24329	66966
68109	6407
10458	92770
19302	27650
43208	45481
40428	63829
24421	2529
45096	5761
50005	82388
32947	60112
78601	61147
94504	86954
3734	95676
82638	14439
20977	28461
77234	84011
75255	43493
53349	6188
45094	92164
60964	33172
14017	84906
33693	79114
97770	15883
85415	69739
40920	82951
15251	20177
86751	82293
10987	93198
21064	20333
2060	49636
10962	62653
29543	25609
24309	21248
61438	34930
16071	71955
9167	74377
56113	36101
90548	40586
5291	99323
32534	41891
24591	82626
35973	63268
85788	80360
31360	7480
6311	14909
26416	54412
5571	43923
8670	31125
9895	28383
60545	46272
31326	73407
48835	89267
40503	91495
19488	25511
17368	93259
820	86006
22296	22282
97427	98047
22856	9234
788	9356
52923	1186
52953	7978
90685	45824
24670	23890
50327	13641
15111	86118
64039	67695
82670	71130
92079	28068
70837	43148
40170	10000
9355	51949
5647	25288
70585	25229
41230	66750
92617	71314
16856	33406
75324	4253
12321	5086
37398	19110
97970	80201
9078	10549
97985	11854
55413	31569
14045	81342
52924	69034
92259	40577
70961	28504
34903	65033
79118	61886
41354	56077
82205	89717
43219	73221
74749	18591
1406	85027
97974	71409
73639	53930
6035	2106
98983	17947
92409	24
61149	68446
3356	55747
29863	7848
67801	46924
86866	82537
73140	57237
32755	92139
54258	16259
77784	91273
21021	91187
42799	25029
45075	63823
39816	58246
86430	98807
978	67003
53886	16009
55469	47896
56250	37990
62441	39581
94752	39666
57993	61756
43377	49335
15873	65679
90473	17318
43045	76097
6533	13793
49964	48827
99398	27910
46349	14914
64831	703
71113	29106
8406	67309
89599	95389
33137	24890
61499	56909
49989	6483
35762	64667
41193	96498
80845	16305
87086	32035
57069	30129
62087	49402
37222	88987
90999	53373
75126	97695
74603	19712
73576	19976
8978	53915
86654	80374
59635	55669
94461	16979
69457	90914
61175	7869
39864	99324
86960	30828
24839	27998
15325	41330
56306	83807
89334	70288
32672	87365
19484	25414
79299	17113
42441	90469
73053	30603
18690	56579
65122	12209
66529	73719
408	6573
17353	11481
46595	39367
87033	21624
18057	96654
68783	5769
31375	32233
19095	95001
54866	35192
91336	69236
46349	90765
58478	51982
9528	97606
10945	36355
26736	38548
64335	45434
25387	5159
93231	11046
24669	84332
86540	84843
79547	86983
52196	62914
71036	60584
72860	95686
97639	87208
98818	4205
5854	37204
81660	38597
91260	31651
30553	55179
56241	98139
80118	32355
82269	58073
80019	12290
31613	36901
82415	95958
49393	85985
23102	9751
72408	11260
15475	10472
44109	78798
90733	87180
98339	44209
59429	44332
18888	88037
68908	22970
65463	27328
74067	64365
2838	80848
88713	13804
87935	19460
51822	16733
70662	14405
43426	85533
80129	66666
71028	77127
94503	74877
79037	86010
39979	45708
77990	80604
34832	86306
58606	76430
37839	63711
84913	26456
83252	62222
77213	92300
88810	41877
48146	16850
39434	33612
48848	98208
3324	39223
83058	55573
85405	40027
25707	99030
34085	77866
81312	30148
23760	17662
25939	58083
49288	39347
80611	14440
83318	99963
71372	77890
38680	59327
42692	24979
42523	78590
69193	7102
74010	36093
34013	8776
69862	98934
850	49773
38758	36307
22865	89689
70859	13807
48812	12225
7871	47151
34146	64646
42186	38889
55466	8859
66617	78461
31232	37055
13568	86828
12579	59419
32360	7962
17040	88917
52780	63268
2051	93991
84640	1694
23769	44273
71093	21950
33920	535
10839	46412
7865	27705
92808	51012
2031	58563
71442	7223
37155	14732
24027	42884
25698	23855
99769	88707
19190	76841
10431	90764
85838	85716
42700	30797
43217	12718
61192	24006
55611	3768
38613	98012
7845	43899
50680	58598
2665	8244
91375	76760
1298	43535
51565	75274
76056	18802
94039	92605
30926	25148
3658	33584
69227	12763
37013	68245
14305	59074
53211	25655
12353	95585
94612	70512
15284	26390
18598	71979
71584	27583
38141	22290
20185	84848
73163	35865
97161	16215
11929	25772
27137	15672
24807	5171
69215	15386
35301	58085
4125	46132
72314	24443
3047	36356
93278	64630
85944	46285
9041	34033
18557	3950
4496	90551
86205	7062
1486	40897
72434	36676
14640	76499
61179	31615
60534	44787
94440	62520
54226	26145
66737	51611
10240	66338
31498	48156
64546	8229
97102	65867
80956	95029
55081	38268
82104	36529
993	99966
82058	92890
58487	60689
46168	88787
76318	83145
52376	84670
37863	66713
21344	52760
67395	5558
60842	6488
13802	6868
26592	13148
64366	41025
91397	25419
16481	40988
74802	43939
12066	14379
38795	31039
40568	35964
62385	35567
75800	908
57336	55852
48308	9048
60262	2359
77686	46514
77571	1786
34414	39068
97392	70251
41725	80549
29004	6312
23640	94596
76073	51066
39234	84526
847	68668
15729	86367
60752	59137
85571	24946
27626	17548
95463	91002
47964	63331
78730	1682
10970	51791
94913	56146
42861	3159
13534	25354
3084	49495
74585	10854
42060	173
19328	3167
34456	351
34191	48258
62946	1677
64993	28547
78371	3590
60777	98492
54610	62216
83776	60084
58253	95610
20414	89127
85282	40741
20722	21451
16093	69201
27218	33612
18330	81192
62757	11864
52898	84688
31942	62044
22233	66600
12291	37203
10658	59360
92507	79692
53680	73371
38576	13180
76119	96902
51549	68864
98803	12147
81870	57478
86617	39677
29786	56424
91773	99156
18403	43783
59822	75872
46312	2288
8893	47422
59553	28237
7437	27136
82161	82465
15736	1235
99199	23873
43628	62225
52105	94128
79254	34281
70236	74749
59179	64180
47731	86406
77393	45491
8381	24326
9882	64793
63815	30141
97866	71332
86972	90217
85389	45768
51308	57374
36086	23336
77717	73587
67034	52225
7457	27685
83036	10386
59715	74313
21980	95580
60259	23158
32342	18986
94715	31068
47343	73386
7055	2541
7221	26393
97581	63367
77376	95195
1789	44652
2626	3788
15185	53866
93417	74150
38452	41509
10995	71805
42531	17429
58465	74958
21364	79701
50960	57078
18782	3820
9345	81764
96787	20723
40583	55023
355	20965
23326	19940
6590	595
79426	84529
10453	76736
6791	95305
80695	4579
63831	10832
19431	49486
66734	20972
73040	66564
9526	46557
48736	59454
74630	80824
59009	62048
71499	96453
12894	77222
26779	56070
26318	89861
50823	19337
80231	66533
81173	4365
37627	5948
19052	77279
36049	77148
32312	72230
12705	72648
9331	77007
67262	61957
6051	54508
15693	98653
84079	68256
17570	36633
16570	71792
6320	44658
14808	13939
24106	37164
34513	2389
43526	2401
63489	18055
25682	85370
45481	21142
2166	53964
16700	94618
52940	41735
3940	75468
49468	51340
98845	77659
18502	1258
